Te,rate,energy,Kdruyv
0.1,2.408380253360056e-56,9.447,0.0
0.10722672220103231,1.4396366954973128e-53,9.447,0.0
0.11497569953977356,5.622726290895364e-51,9.447,0.0
0.12328467394420663,1.4770819281666027e-48,9.447,0.0
0.1321941148466029,2.681205366896956e-46,9.447,0.0
0.1417474162926805,3.448208902296991e-44,9.447,0.0
0.1519911082952934,3.215799350152723e-42,9.447,0.0
0.16297508346206444,2.222235950407544e-40,9.447,0.0
0.17475284000076838,1.1609286744446437e-38,9.447,0.0
0.1873817422860384,4.671208587855343e-37,9.447,7.469306283728476e-287
0.20092330025650468,1.4729563599291933e-35,9.447,9.251693885386835e-252
0.2154434690031884,3.699092045212992e-34,9.447,3.2456634641519773e-221
0.23101297000831597,7.510573729026015e-33,9.447,1.233786165406283e-194
0.24770763559917108,1.2502867782971134e-31,9.447,1.6485549898991225e-171
0.26560877829466867,1.7289488519823387e-30,9.447,2.1687588134641392e-151
0.2848035868435802,2.0104358102546317e-29,9.447,6.904435671746871e-134
0.30538555088334157,1.9883054613621257e-28,9.447,1.1648173986652235e-118
0.32745491628777285,1.6903813152869847e-27,9.447,2.0603854660109035e-105
0.3511191734215131,1.2477165976260567e-26,9.447,6.918762084738908e-94
0.3764935806792468,8.070781784325142e-26,9.447,7.391847199228003e-84
0.40370172585965547,4.614862873565119e-25,9.447,3.9372143715039697e-75
0.43287612810830584,2.3516593678305844e-24,9.447,1.545540290447308e-67
0.464158883361278,1.0761206502222415e-23,9.447,6.284042326432589e-61
0.49770235643321115,4.453499097316982e-23,9.447,3.560440120837781e-55
0.533669923120631,1.677940976207204e-22,9.447,3.6415905726812794e-50
0.5722367659350217,5.791338009824736e-22,9.447,8.42879960613504e-46
0.6135907273413173,1.841717625745822e-21,9.447,5.37825333632832e-42
0.6579332246575681,5.4257311486524744e-21,9.447,1.1236872175169589e-38
0.7054802310718644,1.4882592265306935e-20,9.447,8.927006585255961e-36
0.7564633275546289,3.818851067239718e-20,9.447,3.0686859987156e-33
0.8111308307896873,9.207326048568902e-20,9.447,5.100917639939348e-31
0.8697490026177834,2.094434278317331e-19,9.447,4.509514631710387e-29
0.9326033468832199,4.51231402877453e-19,9.447,2.3002214196704535e-27
1.0,9.240324242603515e-19,9.447,7.25962562047407e-26
1.072267222010323,1.804607274149173e-18,9.447,1.5056619492724477e-24
1.1497569953977356,3.3716407647595448e-18,9.447,2.1622067253411614e-23
1.232846739442066,6.0440517240851105e-18,9.447,2.2500763619595857e-22
1.3219411484660293,1.0423756533645406e-17,9.447,1.765733436407448e-21
1.4174741629268055,1.7339313544563723e-17,9.447,1.0820431191786088e-20
1.5199110829529339,2.788561097766192e-17,9.447,5.338994433407121e-20
1.6297508346206444,4.3454004847544836e-17,9.447,2.1789145381754387e-19
1.7475284000076838,6.574729764828805e-17,9.447,7.530365303253474e-19
1.8738174228603839,9.677477607527099e-17,9.447,2.249796745016371e-18
2.009233002565047,1.3882414112763347e-16,9.447,5.916357437467348e-18
2.1544346900318843,1.9440936041356916e-16,9.447,1.391207309592383e-17
2.31012970008316,2.6619593727217673e-16,9.447,2.9657065806188897e-17
2.4770763559917115,3.569074690824309e-16,9.447,5.80061204254051e-17
2.656087782946687,4.692193288142982e-16,9.447,1.0518972438706515e-16
2.848035868435802,6.056466031303832e-16,9.447,1.7848053761436971e-16
3.0538555088334154,7.684339271217791e-16,9.447,2.8561815985812443e-16
3.2745491628777286,9.594545638287222e-16,9.447,4.340891519574955e-16
3.511191734215131,1.180125088102912e-15,9.447,6.303912233825865e-16
3.7649358067924674,1.4313405282285588e-15,9.447,8.794046810981288e-16
4.037017258596556,1.7134330132765428e-15,9.447,1.1839594062915585e-15
4.328761281083059,2.0261550902717258e-15,9.447,1.5446376217498008e-15
4.641588833612779,2.3686871070878825e-15,9.447,1.959806750810253e-15
4.977023564332112,2.7396665529772005e-15,9.447,2.425842702524466e-15
5.3366992312063095,3.1372361029511393e-15,9.447,2.9374856191287575e-15
5.722367659350217,3.559106365291922e-15,9.447,3.4882662707914177e-15
6.1359072734131725,4.002628977145794e-15,9.447,4.070947984924245e-15
6.5793322465756825,4.46487568974179e-15,9.447,4.677941640097471e-15
7.054802310718645,4.9427193675354645e-15,9.447,5.301665753885619e-15
7.56463327554629,5.432913318648359e-15,9.447,5.934837079743756e-15
8.111308307896872,5.932166000555645e-15,9.447,6.570687713484357e-15
8.697490026177835,6.437208834840034e-15,9.447,7.203112014653801e-15
9.326033468832199,6.944855559051829e-15,9.447,7.82675108030941e-15
10.0,7.452052196810836e-15,9.447,8.437024853237399e-15
10.722672220103231,7.955917307321333e-15,9.447,9.030122896596015e-15
11.497569953977356,8.453772662800737e-15,9.447,9.60296483136626e-15
12.32846739442066,8.943164887611122e-15,9.447,1.0153140606515504e-14
13.219411484660288,9.421878874956718e-15,9.447,1.0678839288159755e-14
14.174741629268048,9.887943980874001e-15,9.447,1.1178773111586605e-14
15.199110829529332,1.0339634090440547e-14,9.447,1.1652101478529317e-14
16.297508346206453,1.0775462670443291e-14,9.447,1.20983578497876e-14
17.475284000076847,1.119417388108179e-14,9.447,1.2517381424743963e-14
18.73817422860385,1.1594730732607108e-14,9.447,1.2909255091843956e-14
20.09233002565048,1.1976301157026734e-14,9.447,1.3274250976576435e-14
21.544346900318846,1.2338242734880714e-14,9.447,1.3612784566142284e-14
23.101297000831604,1.2680086685187165e-14,9.447,1.3925377743612187e-14
24.770763559917114,1.3001521602708423e-14,9.447,1.4212630353568477e-14
