Te,rate,energy,K_druyv
0.1,7.901168155989309e-66,11.55,0.0
0.10722672220103231,1.9762652634045755e-62,11.55,0.0
0.11497569953977356,2.9241285925709023e-59,11.55,0.0
0.12328467394420663,2.651686162337759e-56,11.55,0.0
0.1321941148466029,1.5232217820994878e-53,11.55,0.0
0.1417474162926805,5.716029248556145e-51,11.55,0.0
0.1519911082952934,1.4420832493426004e-48,11.55,0.0
0.16297508346206444,2.51238074653896e-46,11.55,0.0
0.17475284000076838,3.099071114368697e-44,11.55,0.0
0.1873817422860384,2.7704491226873768e-42,11.55,0.0
0.20092330025650468,1.8343486186925142e-40,11.55,0.0
0.2154434690031884,9.179766575422544e-39,11.55,0.0
0.23101297000831597,3.5384356418024244e-37,11.55,3.121541368244671e-283
0.24770763559917108,1.0692491754969613e-35,11.55,1.2184644870560306e-248
0.26560877829466867,2.5749895959739812e-34,11.55,1.5001016903203745e-218
0.2848035868435802,5.0183288488956064e-33,11.55,2.2475624640618417e-192
0.30538555088334157,8.028552560050815e-32,11.55,1.3270464290966345e-169
0.32745491628777285,1.0685544771077772e-30,11.55,8.581841460725826e-150
0.3511191734215131,1.1979308697144036e-29,11.55,1.478926943567039e-132
0.3764935806792468,1.144382135002939e-28,11.55,1.4717825104357785e-117
0.40370172585965547,9.416774125468146e-28,11.55,1.6571545252095293e-104
0.43287612810830584,6.742092950491926e-27,11.55,3.7888768088774305e-93
0.464158883361278,4.2395743454923914e-26,11.55,2.9251729466641156e-83
0.49770235643321115,2.362010141377422e-25,11.55,1.1866406017272011e-74
0.533669923120631,1.1754717468230314e-24,11.55,3.715070601317598e-67
0.5722367659350217,5.2651557285638674e-24,11.55,1.2538314711417193e-60
0.6135907273413173,2.1377189907302727e-23,11.55,6.099824683848869e-55
0.6579332246575681,7.919367793370423e-23,11.55,5.506802686298545e-50
0.7054802310718644,2.69334906387678e-22,11.55,1.149093468476762e-45
0.7564633275546289,8.457320442288161e-22,11.55,6.708127543085644e-42
0.8111308307896873,2.4649757516539673e-21,11.55,1.2933944330541826e-38
0.8697490026177834,6.7014890175946444e-21,11.55,9.515530203761212e-36
0.9326033468832199,1.7072467679143972e-20,11.55,3.0284757324507838e-33
1.0,4.0929310250155204e-20,11.55,4.650734561296958e-31
1.072267222010323,9.270480889766612e-20,11.55,3.7894273359357985e-29
1.1497569953977356,1.9911146908059276e-19,11.55,1.7793563117884642e-27
1.232846739442066,4.0691388421449746e-19,11.55,5.173649957869854e-26
1.3219411484660293,7.937901881772874e-19,11.55,9.915194094547057e-25
1.4174741629268055,1.4825111490046891e-18,11.55,1.3223107393431915e-23
1.5199110829529339,2.6581924783893435e-18,11.55,1.2862923486799489e-22
1.6297508346206444,4.5877594230847745e-18,11.55,9.50735400525377e-22
1.7475284000076838,7.640099179726502e-18,11.55,5.532092283161886e-21
1.8738174228603839,1.2304801194136236e-17,11.55,2.6133384861478723e-20
2.009233002565047,1.9207041383793362e-17,11.55,1.0293933300223376e-19
2.1544346900318843,2.9116168330816545e-17,11.55,3.460225671887557e-19
2.31012970008316,4.2945950531704954e-17,11.55,1.0126506923809013e-18
2.4770763559917115,6.174521732034568e-17,11.55,2.625050286638668e-18
2.656087782946687,8.667866819577339e-17,11.55,6.117495890691543e-18
2.848035868435802,1.1899877577961763e-16,11.55,1.2980572050714433e-17
3.0538555088334154,1.600107831095711e-16,11.55,2.5354570995787914e-17
3.2745491628777286,2.1103362554771975e-16,11.55,4.602383266007764e-17
3.511191734215131,2.733600625080252e-16,11.55,7.828405228522033e-17
3.7649358067924674,3.4821931648861908e-16,11.55,1.2568968420870276e-16
4.037017258596556,4.367450859048509e-16,11.55,1.9172481898318838e-16
4.328761281083059,5.399509874835729e-16,11.55,2.79463625693927e-16
4.641588833612779,6.587144109943693e-16,11.55,3.912877578799689e-16
4.977023564332112,7.937685900355529e-16,11.55,5.287100224617299e-16
5.3366992312063095,9.457015823837772e-16,11.55,6.92325260583936e-16
5.722367659350217,1.114959981388819e-15,11.55,8.818814640497564e-16
6.1359072734131725,1.3018546828158997e-15,11.55,1.0964441829227687e-15
6.5793322465756825,1.5065659882342351e-15,11.55,1.3346179570945655e-15
7.054802310718645,1.7291457397301519e-15,11.55,1.5947884500016638e-15
7.56463327554629,1.9695149748048747e-15,11.55,1.8753543549518578e-15
8.111308307896872,2.2274566207916428e-15,11.55,2.17492430244315e-15
8.697490026177835,2.5026038310093035e-15,11.55,2.492457367774559e-15
9.326033468832199,2.7944255128325928e-15,11.55,2.8273264472250492e-15
10.0,3.102211257325474e-15,11.55,3.179286451240829e-15
10.722672220103231,3.4250581598378236e-15,11.55,3.548340196864909e-15
11.497569953977356,3.7618619057325224e-15,11.55,3.934515833191784e-15
12.32846739442066,4.111314041970774e-15,11.55,4.337594425634473e-15
13.219411484660288,4.471906673296818e-15,11.55,4.756843925636582e-15
14.174741629268048,4.841945045191235e-15,11.55,5.1908175109985345e-15
15.199110829529332,5.2195677326883e-15,11.55,5.637259067714397e-15
16.297508346206453,5.602773542405861e-15,11.55,6.093132389429914e-15
17.475284000076847,5.989453808781199e-15,11.55,6.55476249906678e-15
18.73817422860385,6.3774285337956084e-15,11.55,7.01805528215018e-15
20.09233002565048,6.7644847563462824e-15,11.55,7.478750080441225e-15
21.544346900318846,7.148415597178864e-15,11.55,7.93266011822225e-15
23.101297000831604,7.5270585590211e-15,11.55,8.375865720972228e-15
24.770763559917114,7.898331829765846e-15,11.55,8.804841520255556e-15
26.560877829466868,8.260267515235094e-15,11.55,9.216516796714634e-15
28.48035868435802,8.61104090808825e-15,11.55,9.608283317850325e-15
30.538555088334157,8.948995081340859e-15,11.55,9.977973610240682e-15
32.74549162877728,9.272660282308457e-15,11.55,1.0323832623689662e-14
35.11191734215131,9.58076779721195e-15,11.55,1.0644498448422182e-14
37.64935806792467,9.872258155957347e-15,11.55,1.0938997161568673e-14
40.37017258596554,1.0146283745491043e-14,11.55,1.1206747484892708e-14
43.28761281083057,1.04022060921292e-14,11.55,1.1447565409096236e-14
46.41588833612782,1.0639588251316684e-14,11.55,1.1661657805585213e-14
49.770235643321136,1.0858182898335309e-14,11.55,1.184959677557863e-14
53.366992312063125,1.1057916831321177e-14,11.55,1.201227218743541e-14
57.223676593502205,1.1238872656311044e-14,11.55,1.2150826830833326e-14
61.35907273413176,1.1401268393350741e-14,11.55,1.2266584047253195e-14
65.79332246575683,1.1545435593660476e-14,11.55,1.2360978787917017e-14
70.54802310718645,1.167179627733988e-14,11.55,1.2435499122104029e-14
75.64633275546291,1.1780838613545263e-14,11.55,1.2491638673312489e-14
81.11308307896873,1.187309085054398e-14,11.55,1.2530855465779484e-14
86.97490026177834,1.194909269909508e-14,11.55,1.2554532392575122e-14
93.26033468832199,1.2009363348914867e-14,11.55,1.2563938917105332e-14
100.0,1.2054365702956778e-14,11.55,1.2560199333297446e-14
