Te,rate,energy,K_druyv
0.1,6.344678875299103e-72,13.0,0.0
0.10722672220103231,4.268625184037105e-68,13.0,0.0
0.11497569953977356,1.590268003065157e-64,13.0,0.0
0.12328467394420663,3.413357587294783e-61,13.0,0.0
0.1321941148466029,4.3801410954199256e-58,13.0,0.0
0.1417474162926805,3.478372532351523e-55,13.0,0.0
0.1519911082952934,1.765340680006183e-52,13.0,0.0
0.16297508346206444,5.900561056301507e-50,13.0,0.0
0.17475284000076838,1.3358186591961603e-47,13.0,0.0
0.1873817422860384,2.1025998748879718e-45,13.0,0.0
0.20092330025650468,2.3579224908983376e-43,13.0,0.0
0.2154434690031884,1.9273880950552103e-41,13.0,0.0
0.23101297000831597,1.1730590979195742e-39,13.0,0.0
0.24770763559917108,5.422644088158434e-38,13.0,5.7453114486467e-310
0.26560877829466867,1.939536655174934e-36,13.0,7.055346219038694e-272
0.2848035868435802,5.461341957130832e-35,13.0,9.571767964063145e-239
0.30538555088334157,1.2303618888806017e-33,13.0,6.346800937379428e-210
0.32745491628777285,2.2513745847036732e-32,13.0,7.501313365604601e-185
0.3511191734215131,3.393559927109802e-31,13.0,4.8705220433469317e-163
0.3764935806792468,4.269316948194956e-30,13.0,4.624713798114914e-144
0.40370172585965547,4.538120395249084e-29,13.0,1.504995144721654e-127
0.43287612810830584,4.122591484274384e-28,13.0,3.520984379044126e-113
0.464158883361278,3.234959169023788e-27,13.0,1.1281240680686933e-100
0.49770235643321115,2.214555204245396e-26,13.0,8.671563535267269e-90
0.533669923120631,1.33489269341208e-25,13.0,2.604270408335797e-80
0.5722367659350217,7.146582951085235e-25,13.0,4.669912024917834e-72
0.6135907273413173,3.425611202154833e-24,13.0,7.228473797031625e-65
0.6579332246575681,1.4812306056627976e-23,13.0,1.3302160041493906e-58
0.7054802310718644,5.818186137641625e-23,13.0,3.842136723589923e-53
0.7564633275546289,2.0895890343049174e-22,13.0,2.21630329341791e-48
0.8111308307896873,6.903619265065397e-22,13.0,3.146607423794457e-44
0.8697490026177834,2.110030961293297e-21,13.0,1.3181898154083183e-40
0.9326033468832199,5.997648016015427e-21,13.0,1.9075465722188656e-37
1.0,1.5932319027063463e-20,13.0,1.0936591890817033e-34
1.072267222010323,3.973382239837955e-20,13.0,2.7994640911315897e-32
1.1497569953977356,9.342513430296625e-20,13.0,3.550510839647944e-30
1.232846739442066,2.079208727220141e-19,13.0,2.443429928724534e-28
1.3219411484660293,4.395934548852689e-19,13.0,9.877473819670503e-27
1.4174741629268055,8.859272605197277e-19,13.0,2.5135060343436937e-25
1.5199110829529339,1.7072957703038128e-18,13.0,4.276675554469994e-24
1.6297508346206444,3.1554142380434723e-18,13.0,5.128096894386392e-23
1.7475284000076838,5.60821117841054e-18,13.0,4.536295126311145e-22
1.8738174228603839,9.609783274256623e-18,13.0,3.0804659061414873e-21
2.009233002565047,1.5912890257950854e-17,13.0,1.6622650725951276e-20
